Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,Under 1 year,0,74,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,0-17 years,0,162,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,1-4 years,0,20,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,5-14 years,0,33,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,15-24 years,0,208,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,18-29 years,,321,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,25-34 years,,338,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,30-49 years,58,1029,45,22,0,81,
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,35-44 years,30,480,20,,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,45-54 years,80,957,70,39,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,50-64 years,299,3035,242,125,,420,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,55-64 years,243,2437,193,98,,341,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,65-74 years,455,3826,388,182,10,671,
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,75-84 years,711,4512,523,259,11,985,
01/21/2021,01/01/2020,01/16/2021,Iowa,Male,85 years and over,850,5038,594,289,,1164,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,All Ages,2180,17440,1481,654,58,3065,
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,Under 1 year,,63,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,0-17 years,,106,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,1-4 years,,10,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,5-14 years,0,19,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,15-24 years,,69,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,18-29 years,,112,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,25-34 years,10,137,10,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,30-49 years,33,538,28,13,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,35-44 years,10,253,10,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,45-54 years,41,556,39,20,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,50-64 years,156,1828,144,61,,246,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,55-64 years,132,1477,117,48,,207,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,65-74 years,297,2727,257,123,13,444,
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,75-84 years,570,4128,392,174,12,800,
01/21/2021,01/01/2020,01/16/2021,Iowa,Female,85 years and over,1116,8001,651,280,25,1512,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Iowa,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,All Sexes,All Ages,3222,31204,2830,1369,122,4802,
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,All Ages,1746,16238,1578,802,57,2576,
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,Under 1 year,0,105,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,0-17 years,0,186,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,1-4 years,0,14,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,5-14 years,0,32,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,15-24 years,,276,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,18-29 years,,438,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,25-34 years,10,415,10,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,30-49 years,66,1114,53,19,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,35-44 years,23,523,26,,,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,45-54 years,71,904,47,24,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,50-64 years,206,2841,216,111,11,322,
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,55-64 years,171,2310,189,97,11,274,
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,65-74 years,344,3520,356,165,11,545,
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,75-84 years,577,3996,487,288,19,793,
01/21/2021,01/01/2020,01/16/2021,Kansas,Male,85 years and over,547,4143,453,215,11,796,
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,All Ages,1476,14965,1252,567,65,2226,
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,Under 1 year,0,82,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,0-17 years,0,127,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,5-14 years,0,20,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,15-24 years,,80,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,18-29 years,,119,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,25-34 years,,148,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,30-49 years,29,613,26,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,35-44 years,12,294,14,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,45-54 years,40,581,42,17,,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,50-64 years,123,1835,148,62,11,220,
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,55-64 years,97,1481,115,49,10,173,
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,65-74 years,234,2504,245,105,12,386,
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,75-84 years,381,3521,323,162,19,561,
01/21/2021,01/01/2020,01/16/2021,Kansas,Female,85 years and over,703,6246,507,229,16,997,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kansas,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kentucky,All Sexes,All Ages,3670,53854,5451,1755,144,7506,
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,All Ages,1815,28029,2916,956,68,3842,
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,Under 1 year,,150,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,0-17 years,,286,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,1-4 years,0,26,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,5-14 years,0,43,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,15-24 years,0,418,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,18-29 years,0,703,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,25-34 years,,828,17,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,30-49 years,53,2736,130,26,,161,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,35-44 years,27,1371,61,17,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,45-54 years,66,2194,141,30,,183,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,50-64 years,264,6211,526,137,19,672,
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,55-64 years,220,4906,440,115,15,560,
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,65-74 years,486,6578,773,271,18,1005,
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,75-84 years,536,6623,870,305,15,1116,
01/21/2021,01/01/2020,01/16/2021,Kentucky,Male,85 years and over,475,4892,608,217,12,878,
01/21/2021,01/01/2020,01/16/2021,Kentucky,Female,All Ages,1855,25824,2535,799,76,3664,
01/21/2021,01/01/2020,01/16/2021,Kentucky,Female,Under 1 year,0,105,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Female,0-17 years,0,181,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Female,1-4 years,0,17,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Female,5-14 years,0,39,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Female,15-24 years,0,167,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Female,18-29 years,,315,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Female,25-34 years,,396,15,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Kentucky,Female,30-49 years,30,1482,98,20,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
