Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,All Ages,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,Under 1 year,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,0-17 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Hampshire,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,All Sexes,All Ages,17845,96766,13224,8718,155,22491,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,All Ages,9653,49101,7288,4876,92,12150,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,Under 1 year,,170,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,0-17 years,,294,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,1-4 years,0,39,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,5-14 years,0,35,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,15-24 years,14,416,10,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,18-29 years,42,908,28,14,0,56,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,25-34 years,86,1221,56,42,,103,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,30-49 years,555,3723,360,268,14,660,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,35-44 years,232,1713,152,110,,276,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,45-54 years,680,3389,442,329,13,806,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,50-64 years,1952,9384,1376,998,16,2345,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,55-64 years,1537,7326,1104,797,11,1854,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,65-74 years,2238,10195,1665,1154,17,2764,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,75-84 years,2536,11956,1983,1324,21,3213,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Male,85 years and over,2329,12641,1874,1118,24,3109,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,All Ages,8191,47661,5935,3841,63,10340,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,Under 1 year,0,152,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,0-17 years,,231,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,1-4 years,,23,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,5-14 years,,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,15-24 years,,158,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,18-29 years,23,336,21,10,0,34,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,25-34 years,42,450,35,18,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,30-49 years,182,1712,145,85,,246,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,35-44 years,77,786,58,36,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,45-54 years,246,1726,198,122,,323,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,50-64 years,894,5407,653,442,,1112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,55-64 years,729,4359,521,360,,896,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,65-74 years,1303,7291,963,648,,1623,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,75-84 years,2170,11501,1662,1099,12,2744,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Female,85 years and over,3617,21183,2488,1557,30,4575,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,65-74 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Jersey,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,All Sexes,All Ages,2287,21669,2103,1081,60,3368,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,All Ages,1235,11642,1176,606,31,1836,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,Under 1 year,0,39,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,0-17 years,,110,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,1-4 years,0,13,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,5-14 years,,25,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,15-24 years,,190,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,18-29 years,11,387,12,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,25-34 years,33,520,28,15,0,46,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,30-49 years,111,1334,105,68,,151,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,35-44 years,54,653,49,33,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,45-54 years,87,872,91,53,,132,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,50-64 years,244,2242,231,130,10,355,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,55-64 years,191,1761,178,100,,273,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,65-74 years,293,2454,272,147,,426,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,75-84 years,311,2710,304,150,,472,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Male,85 years and over,264,2405,250,106,,410,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,All Ages,1052,10027,927,475,29,1532,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,Under 1 year,0,32,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,0-17 years,0,62,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,5-14 years,0,10,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,15-24 years,,76,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,18-29 years,,149,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,25-34 years,14,240,14,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,30-49 years,60,714,65,38,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,35-44 years,29,341,31,19,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,45-54 years,61,540,56,37,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,50-64 years,165,1388,160,91,,243,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,55-64 years,125,1067,128,67,,193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,65-74 years,208,1852,201,109,,304,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,75-84 years,276,2458,252,122,,410,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Female,85 years and over,336,3404,241,113,,468,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,All Ages,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,Under 1 year,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,0-17 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New Mexico,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,All Sexes,All Ages,16348,122469,15263,7370,278,24497,
01/21/2021,01/01/2020,01/16/2021,New York,Male,All Ages,8562,61559,8269,4077,141,12883,
01/21/2021,01/01/2020,01/16/2021,New York,Male,Under 1 year,,264,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Male,0-17 years,,451,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Male,1-4 years,,41,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Male,5-14 years,,74,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Male,15-24 years,15,617,18,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Male,18-29 years,38,1193,43,15,,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Male,25-34 years,59,1463,61,28,,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Male,30-49 years,358,4075,276,166,,475,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Male,35-44 years,156,1959,115,63,,210,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Male,45-54 years,451,3528,359,225,,592,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Male,50-64 years,1442,10710,1241,716,26,1991,
01/21/2021,01/01/2020,01/16/2021,New York,Male,55-64 years,1157,8483,1007,574,23,1611,
01/21/2021,01/01/2020,01/16/2021,New York,Male,65-74 years,1985,12893,1838,978,31,2872,
01/21/2021,01/01/2020,01/16/2021,New York,Male,75-84 years,2357,15259,2277,1127,36,3541,
01/21/2021,01/01/2020,01/16/2021,New York,Male,85 years and over,2378,16978,2587,1073,36,3924,
01/21/2021,01/01/2020,01/16/2021,New York,Female,All Ages,7786,60906,6994,3293,137,11614,
01/21/2021,01/01/2020,01/16/2021,New York,Female,Under 1 year,0,210,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Female,0-17 years,,330,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Female,1-4 years,0,35,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Female,5-14 years,,58,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Female,15-24 years,,229,10,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Female,18-29 years,14,455,19,,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Female,25-34 years,26,605,27,12,0,41,
01/21/2021,01/01/2020,01/16/2021,New York,Female,30-49 years,151,2117,144,70,,229,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Female,35-44 years,68,971,59,30,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Female,45-54 years,175,1988,169,78,,270,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Female,50-64 years,683,6562,708,335,20,1074,
01/21/2021,01/01/2020,01/16/2021,New York,Female,55-64 years,577,5368,606,290,16,908,
01/21/2021,01/01/2020,01/16/2021,New York,Female,65-74 years,1171,9441,1130,564,23,1760,
01/21/2021,01/01/2020,01/16/2021,New York,Female,75-84 years,1925,14259,1784,870,27,2866,
01/21/2021,01/01/2020,01/16/2021,New York,Female,85 years and over,3840,27742,3205,1449,57,5645,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York City,All Sexes,All Ages,22557,84405,13187,8544,1021,27386,
01/21/2021,01/01/2020,01/16/2021,New York City,Male,All Ages,13331,44809,7559,5029,615,15946,
01/21/2021,01/01/2020,01/16/2021,New York City,Male,Under 1 year,,215,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Male,0-17 years,,348,10,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Male,1-4 years,,34,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Male,5-14 years,,60,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Male,15-24 years,24,438,15,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Male,18-29 years,65,882,32,16,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Male,25-34 years,123,1146,73,44,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Male,30-49 years,913,3909,428,304,66,1051,
01/21/2021,01/01/2020,01/16/2021,New York City,Male,35-44 years,423,1867,182,130,27,482,
01/21/2021,01/01/2020,01/16/2021,New York City,Male,45-54 years,1056,3573,529,380,77,1214,
01/21/2021,01/01/2020,01/16/2021,New York City,Male,50-64 years,3030,9762,1589,1112,202,3534,
01/21/2021,01/01/2020,01/16/2021,New York City,Male,55-64 years,2382,7568,1252,870,158,2787,
01/21/2021,01/01/2020,01/16/2021,New York City,Male,65-74 years,3547,10181,1894,1343,143,4106,
01/21/2021,01/01/2020,01/16/2021,New York City,Male,75-84 years,3407,10393,2018,1342,113,4098,
01/21/2021,01/01/2020,01/16/2021,New York City,Male,85 years and over,2360,9334,1588,911,82,3055,
01/21/2021,01/01/2020,01/16/2021,New York City,Female,All Ages,9226,39593,5628,3515,406,11440,
01/21/2021,01/01/2020,01/16/2021,New York City,Female,Under 1 year,,171,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Female,0-17 years,,251,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Female,1-4 years,,15,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Female,5-14 years,,47,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Female,15-24 years,10,166,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Female,18-29 years,27,313,21,,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Female,25-34 years,61,431,33,17,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Female,30-49 years,324,1731,172,96,23,403,
01/21/2021,01/01/2020,01/16/2021,New York City,Female,35-44 years,122,809,75,36,,162,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Female,45-54 years,424,1799,240,150,35,520,
01/21/2021,01/01/2020,01/16/2021,New York City,Female,50-64 years,1403,5398,821,554,91,1689,
01/21/2021,01/01/2020,01/16/2021,New York City,Female,55-64 years,1139,4255,660,453,70,1361,
01/21/2021,01/01/2020,01/16/2021,New York City,Female,65-74 years,1922,6887,1086,742,93,2286,
01/21/2021,01/01/2020,01/16/2021,New York City,Female,75-84 years,2511,9345,1538,993,94,3078,
01/21/2021,01/01/2020,01/16/2021,New York City,Female,85 years and over,3032,15668,1985,1119,100,3932,
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,New York City,Unknown,75-84 years,0,0,0,0,0,0,
