Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/27/2021,01/01/2020,01/23/2021,Minnesota,Female,45-54 years,45,878,65,13,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Minnesota,Female,50-64 years,168,2716,232,74,18,344,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Female,55-64 years,134,2170,188,63,16,275,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Female,65-74 years,382,3933,348,149,16,596,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Female,75-84 years,686,6356,560,233,12,1025,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Female,85 years and over,1549,11744,927,391,20,2104,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,All Ages,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,Under 1 year,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,0-17 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Minnesota,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Mississippi,All Sexes,All Ages,4937,39616,5049,2617,71,7432,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,All Ages,2550,20677,2714,1400,41,3900,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,Under 1 year,0,120,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,0-17 years,,263,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,1-4 years,0,31,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,5-14 years,,56,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,15-24 years,,349,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,18-29 years,11,561,14,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,25-34 years,23,619,25,,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,30-49 years,130,1935,137,61,,210,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,35-44 years,56,928,67,29,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,45-54 years,149,1581,148,79,,221,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,50-64 years,450,4598,541,247,,752,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,55-64 years,356,3673,445,194,,614,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,65-74 years,715,5100,751,407,11,1069,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,75-84 years,753,4844,770,432,11,1101,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Male,85 years and over,490,3376,497,245,,743,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,All Ages,2386,18933,2334,1216,30,3531,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,Under 1 year,0,99,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,0-17 years,0,170,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,1-4 years,0,17,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,5-14 years,0,36,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,15-24 years,,106,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,18-29 years,14,189,14,10,0,18,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,25-34 years,23,267,23,14,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,30-49 years,126,1165,113,57,,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,35-44 years,51,533,46,24,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,45-54 years,138,1085,121,61,,200,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,50-64 years,412,3059,405,231,10,596,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,55-64 years,335,2440,337,196,,484,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,65-74 years,507,3761,543,280,,773,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,75-84 years,616,4773,616,329,,908,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Female,85 years and over,711,5816,641,309,,1046,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,75-84 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Mississippi,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,All Sexes,All Ages,7640,75812,6658,3231,215,11277,
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,All Ages,3938,39387,3619,1784,109,5878,
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,Under 1 year,0,236,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,0-17 years,,478,10,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,1-4 years,0,55,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,5-14 years,,84,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,15-24 years,,624,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,18-29 years,10,1097,17,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,25-34 years,10,1163,19,0,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,30-49 years,100,2974,100,38,10,172,
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,35-44 years,48,1438,45,21,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,45-54 years,141,2434,134,60,10,225,
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,50-64 years,536,7592,566,249,29,881,
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,55-64 years,442,6107,478,206,25,738,
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,65-74 years,901,8808,832,409,21,1344,
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,75-84 years,1244,9915,1124,598,25,1793,
01/27/2021,01/01/2020,01/23/2021,Missouri,Male,85 years and over,1145,8523,970,486,17,1646,
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,All Ages,3702,36424,3039,1447,106,5399,
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,Under 1 year,0,196,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,0-17 years,0,321,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,1-4 years,0,41,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,5-14 years,0,48,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,15-24 years,,239,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,18-29 years,,433,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,25-34 years,11,476,,,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,30-49 years,67,1637,79,26,,127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,35-44 years,29,804,37,,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,45-54 years,68,1493,94,33,,135,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,50-64 years,333,4879,349,157,17,542,
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,55-64 years,297,3973,293,138,12,464,
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,65-74 years,656,6660,603,294,21,985,
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,75-84 years,963,9021,867,433,32,1429,
01/27/2021,01/01/2020,01/23/2021,Missouri,Female,85 years and over,1675,13473,1124,534,24,2289,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Missouri,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,All Sexes,All Ages,1194,12101,1045,572,37,1704,
01/27/2021,01/01/2020,01/23/2021,Montana,Male,All Ages,664,6641,622,338,19,967,
01/27/2021,01/01/2020,01/23/2021,Montana,Male,Under 1 year,0,28,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Male,0-17 years,0,62,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Male,5-14 years,0,11,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Male,15-24 years,0,107,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Male,18-29 years,,160,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Male,25-34 years,,155,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Male,30-49 years,23,467,24,12,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Male,35-44 years,10,221,13,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Male,45-54 years,29,383,22,12,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Male,50-64 years,91,1118,85,50,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Male,55-64 years,73,897,71,43,,105,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Male,65-74 years,163,1502,154,85,,234,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Male,75-84 years,212,1751,198,121,,294,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Male,85 years and over,174,1581,161,70,,270,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,All Ages,530,5460,423,234,18,737,
01/27/2021,01/01/2020,01/23/2021,Montana,Female,Under 1 year,0,26,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Female,0-17 years,0,60,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,5-14 years,0,13,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Female,15-24 years,0,40,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,18-29 years,0,55,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,25-34 years,,81,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,30-49 years,17,240,11,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,35-44 years,,110,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,45-54 years,16,212,11,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,50-64 years,63,688,50,35,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,55-64 years,53,553,43,30,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,65-74 years,90,973,105,57,,144,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,75-84 years,142,1312,118,68,,193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Female,85 years and over,218,2132,137,66,,297,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,All Ages,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,Under 1 year,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,0-17 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Montana,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Nebraska,All Sexes,All Ages,2166,19802,1923,862,52,3279,
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,All Ages,1228,10205,1057,523,21,1783,
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,Under 1 year,0,89,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,0-17 years,,161,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,1-4 years,0,13,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,5-14 years,,30,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,15-24 years,,142,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,18-29 years,,209,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,25-34 years,11,218,12,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,30-49 years,34,646,25,11,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,35-44 years,14,311,11,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,45-54 years,57,547,42,22,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,50-64 years,168,1728,164,72,,268,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,55-64 years,126,1394,129,54,,209,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,65-74 years,277,2196,212,107,,386,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,75-84 years,376,2552,296,173,,501,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Male,85 years and over,365,2713,350,157,,561,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,All Ages,938,9597,866,339,31,1496,
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,Under 1 year,0,45,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,0-17 years,0,82,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,1-4 years,0,10,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,5-14 years,0,17,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,15-24 years,,52,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,18-29 years,,71,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,25-34 years,,76,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,30-49 years,14,338,21,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,35-44 years,,148,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,45-54 years,23,340,36,13,,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,50-64 years,92,1079,93,38,,153,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,55-64 years,75,882,69,27,,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,65-74 years,139,1576,143,56,,231,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Nebraska,Female,75-84 years,236,2270,235,100,,375,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
